Mid,Date,Opponent,Event,Leg,Player,Won,Darts,CheckoutValue,StartScore
d4eZ5HsD_1773691213850,2026-03-16,Rhys Horn,Dartsmatt Development Tour 2026 #11,2,Opponent,0,,,501
d4eZ5HsD_1773691213850,2026-03-16,Rhys Horn,Dartsmatt Development Tour 2026 #11,3,You,0,,,501
d4eZ5HsD_1773691213850,2026-03-16,Rhys Horn,Dartsmatt Development Tour 2026 #11,3,Opponent,1,18,72,501
v6hUCjea_1773689312239,2026-03-16,Kevin Newman,Dartsmatt Development Tour 2026 #11,1,Opponent,0,,,501
v6hUCjea_1773689312239,2026-03-16,Kevin Newman,Dartsmatt Development Tour 2026 #11,1,You,1,35,24,501
v6hUCjea_1773689312239,2026-03-16,Kevin Newman,Dartsmatt Development Tour 2026 #11,2,Opponent,1,27,38,501
v6hUCjea_1773689312239,2026-03-16,Kevin Newman,Dartsmatt Development Tour 2026 #11,2,You,0,,,501
v6hUCjea_1773689312239,2026-03-16,Kevin Newman,Dartsmatt Development Tour 2026 #11,3,Opponent,1,30,69,501
v6hUCjea_1773689312239,2026-03-16,Kevin Newman,Dartsmatt Development Tour 2026 #11,3,You,0,,,501
58cr4rK8_1774294272906,2026-03-23,Lewis,Dartsmatt Development Tour 2026 #12,1,You,0,,,501
58cr4rK8_1774294272906,2026-03-23,Lewis,Dartsmatt Development Tour 2026 #12,1,Opponent,1,35,50,501
58cr4rK8_1774294272906,2026-03-23,Lewis,Dartsmatt Development Tour 2026 #12,2,You,0,,,501
58cr4rK8_1774294272906,2026-03-23,Lewis,Dartsmatt Development Tour 2026 #12,2,Opponent,1,42,16,501
Mu2jESMz_1774297304447,2026-03-23,Levi Broadhead,Dartsmatt Development Tour 2026 #12,1,You,1,37,36,501
Mu2jESMz_1774297304447,2026-03-23,Levi Broadhead,Dartsmatt Development Tour 2026 #12,1,Opponent,0,,,501
Mu2jESMz_1774297304447,2026-03-23,Levi Broadhead,Dartsmatt Development Tour 2026 #12,2,You,0,,,501
Mu2jESMz_1774297304447,2026-03-23,Levi Broadhead,Dartsmatt Development Tour 2026 #12,2,Opponent,1,26,30,501
Mu2jESMz_1774297304447,2026-03-23,Levi Broadhead,Dartsmatt Development Tour 2026 #12,3,You,0,,,501
Mu2jESMz_1774297304447,2026-03-23,Levi Broadhead,Dartsmatt Development Tour 2026 #12,3,Opponent,1,41,40,501
lYo7Bb3z_1774292475764,2026-03-23,Alex Boag-Munroe,Dartsmatt Development Tour 2026 #12,1,Opponent,0,,,501
lYo7Bb3z_1774292475764,2026-03-23,Alex Boag-Munroe,Dartsmatt Development Tour 2026 #12,1,You,1,49,4,501
lYo7Bb3z_1774292475764,2026-03-23,Alex Boag-Munroe,Dartsmatt Development Tour 2026 #12,2,Opponent,0,,,501
lYo7Bb3z_1774292475764,2026-03-23,Alex Boag-Munroe,Dartsmatt Development Tour 2026 #12,2,You,1,49,16,501
DB0okVGF_1774896817197,2026-03-30,Levi Broadhead,Dartsmatt Development Tour Finals Night 2026 3rd place match,1,You,0,,,501
DB0okVGF_1774896817197,2026-03-30,Levi Broadhead,Dartsmatt Development Tour Finals Night 2026 3rd place match,1,Opponent,1,42,22,501
DB0okVGF_1774896817197,2026-03-30,Levi Broadhead,Dartsmatt Development Tour Finals Night 2026 3rd place match,2,You,1,40,8,501
DB0okVGF_1774896817197,2026-03-30,Levi Broadhead,Dartsmatt Development Tour Finals Night 2026 3rd place match,2,Opponent,0,,,501
DB0okVGF_1774896817197,2026-03-30,Levi Broadhead,Dartsmatt Development Tour Finals Night 2026 3rd place match,3,You,1,30,30,501
DB0okVGF_1774896817197,2026-03-30,Levi Broadhead,Dartsmatt Development Tour Finals Night 2026 3rd place match,3,Opponent,0,,,501
DB0okVGF_1774896817197,2026-03-30,Levi Broadhead,Dartsmatt Development Tour Finals Night 2026 3rd place match,4,You,0,,,501
DB0okVGF_1774896817197,2026-03-30,Levi Broadhead,Dartsmatt Development Tour Finals Night 2026 3rd place match,4,Opponent,1,36,30,501
DB0okVGF_1774896817197,2026-03-30,Levi Broadhead,Dartsmatt Development Tour Finals Night 2026 3rd place match,5,You,0,,,501
DB0okVGF_1774896817197,2026-03-30,Levi Broadhead,Dartsmatt Development Tour Finals Night 2026 3rd place match,5,Opponent,1,36,37,501
DB0okVGF_1774896817197,2026-03-30,Levi Broadhead,Dartsmatt Development Tour Finals Night 2026 3rd place match,6,You,1,47,2,501
DB0okVGF_1774896817197,2026-03-30,Levi Broadhead,Dartsmatt Development Tour Finals Night 2026 3rd place match,6,Opponent,0,,,501
DB0okVGF_1774896817197,2026-03-30,Levi Broadhead,Dartsmatt Development Tour Finals Night 2026 3rd place match,7,You,0,,,501
DB0okVGF_1774896817197,2026-03-30,Levi Broadhead,Dartsmatt Development Tour Finals Night 2026 3rd place match,7,Opponent,1,48,2,501
w17e0w46_1774893729383,2026-03-30,Lander Valentin,Dartsmatt Development Tour Finals Night 2026,1,Opponent,1,57,2,501
w17e0w46_1774893729383,2026-03-30,Lander Valentin,Dartsmatt Development Tour Finals Night 2026,1,You,0,,,501
w17e0w46_1774893729383,2026-03-30,Lander Valentin,Dartsmatt Development Tour Finals Night 2026,2,Opponent,1,24,56,501
w17e0w46_1774893729383,2026-03-30,Lander Valentin,Dartsmatt Development Tour Finals Night 2026,2,You,0,,,501
w17e0w46_1774893729383,2026-03-30,Lander Valentin,Dartsmatt Development Tour Finals Night 2026,3,Opponent,1,38,32,501
w17e0w46_1774893729383,2026-03-30,Lander Valentin,Dartsmatt Development Tour Finals Night 2026,3,You,0,,,501
w17e0w46_1774893729383,2026-03-30,Lander Valentin,Dartsmatt Development Tour Finals Night 2026,4,Opponent,1,40,2,501
w17e0w46_1774893729383,2026-03-30,Lander Valentin,Dartsmatt Development Tour Finals Night 2026,4,You,0,,,501
w17e0w46_1774893729383,2026-03-30,Lander Valentin,Dartsmatt Development Tour Finals Night 2026,5,Opponent,1,26,50,501
w17e0w46_1774893729383,2026-03-30,Lander Valentin,Dartsmatt Development Tour Finals Night 2026,5,You,0,,,501
0fjF56l0_1775503464506,2026-04-06,Francesco Aracu,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,1,Opponent,1,45,40,501
0fjF56l0_1775503464506,2026-04-06,Francesco Aracu,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,1,You,0,,,501
0fjF56l0_1775503464506,2026-04-06,Francesco Aracu,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,2,Opponent,0,,,501
0fjF56l0_1775503464506,2026-04-06,Francesco Aracu,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,2,You,1,25,10,501
0fjF56l0_1775503464506,2026-04-06,Francesco Aracu,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,3,Opponent,1,25,40,501
0fjF56l0_1775503464506,2026-04-06,Francesco Aracu,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,3,You,0,,,501
5bqzlZ2U_1775501368925,2026-04-06,Braden Hinely,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,1,You,0,,,501
5bqzlZ2U_1775501368925,2026-04-06,Braden Hinely,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,1,Opponent,1,42,16,501
5bqzlZ2U_1775501368925,2026-04-06,Braden Hinely,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,2,You,1,41,8,501
5bqzlZ2U_1775501368925,2026-04-06,Braden Hinely,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,2,Opponent,0,,,501
5bqzlZ2U_1775501368925,2026-04-06,Braden Hinely,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,3,You,0,,,501
5bqzlZ2U_1775501368925,2026-04-06,Braden Hinely,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,3,Opponent,1,31,32,501
Fl9jch4c_1775500235004,2026-04-06,wayne green,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,1,You,1,46,16,501
Fl9jch4c_1775500235004,2026-04-06,wayne green,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,1,Opponent,0,,,501
Fl9jch4c_1775500235004,2026-04-06,wayne green,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,2,You,1,31,40,501
Fl9jch4c_1775500235004,2026-04-06,wayne green,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,2,Opponent,0,,,501
I2k12oVP_1775498476235,2026-04-06,Alex Boag-Munroe,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,1,Opponent,0,,,501
I2k12oVP_1775498476235,2026-04-06,Alex Boag-Munroe,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,1,You,1,53,8,501
I2k12oVP_1775498476235,2026-04-06,Alex Boag-Munroe,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,2,Opponent,1,39,24,501
I2k12oVP_1775498476235,2026-04-06,Alex Boag-Munroe,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,2,You,0,,,501
I2k12oVP_1775498476235,2026-04-06,Alex Boag-Munroe,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,3,Opponent,1,35,10,501
I2k12oVP_1775498476235,2026-04-06,Alex Boag-Munroe,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,3,You,0,,,501
w3QAMxqa_1775505393825,2026-04-06,Tracey Reeve,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,1,Opponent,0,,,501
w3QAMxqa_1775505393825,2026-04-06,Tracey Reeve,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,1,You,1,33,85,501
w3QAMxqa_1775505393825,2026-04-06,Tracey Reeve,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,2,Opponent,1,38,2,501
w3QAMxqa_1775505393825,2026-04-06,Tracey Reeve,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,2,You,0,,,501
w3QAMxqa_1775505393825,2026-04-06,Tracey Reeve,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,3,Opponent,1,33,54,501
w3QAMxqa_1775505393825,2026-04-06,Tracey Reeve,DARTSMATT BATTLE OF THE TOURS (NEXT LEVEL) DEV QUALIFIER,3,You,0,,,501
4UvqDzB6_1776105325952,2026-04-13,Bruce Claridge,Dartsmatt Monday Tour Open Tournament,1,Opponent,1,34,16,501
4UvqDzB6_1776105325952,2026-04-13,Bruce Claridge,Dartsmatt Monday Tour Open Tournament,1,You,0,,,501
4UvqDzB6_1776105325952,2026-04-13,Bruce Claridge,Dartsmatt Monday Tour Open Tournament,2,Opponent,1,41,14,501
4UvqDzB6_1776105325952,2026-04-13,Bruce Claridge,Dartsmatt Monday Tour Open Tournament,2,You,0,,,501
GN9BFwAA_1776104191654,2026-04-13,Steven Llewellyn,Dartsmatt Monday Tour Open Tournament,1,Opponent,1,44,4,501
GN9BFwAA_1776104191654,2026-04-13,Steven Llewellyn,Dartsmatt Monday Tour Open Tournament,1,You,0,,,501
GN9BFwAA_1776104191654,2026-04-13,Steven Llewellyn,Dartsmatt Monday Tour Open Tournament,2,Opponent,1,25,16,501
GN9BFwAA_1776104191654,2026-04-13,Steven Llewellyn,Dartsmatt Monday Tour Open Tournament,2,You,0,,,501
legbrCcR_1776103284361,2026-04-13,Ryan Flynn,Dartsmatt Monday Tour Open Tournament,1,Opponent,1,30,40,501
legbrCcR_1776103284361,2026-04-13,Ryan Flynn,Dartsmatt Monday Tour Open Tournament,1,You,0,,,501
legbrCcR_1776103284361,2026-04-13,Ryan Flynn,Dartsmatt Monday Tour Open Tournament,2,Opponent,0,,,501
legbrCcR_1776103284361,2026-04-13,Ryan Flynn,Dartsmatt Monday Tour Open Tournament,2,You,1,35,17,501
legbrCcR_1776103284361,2026-04-13,Ryan Flynn,Dartsmatt Monday Tour Open Tournament,3,Opponent,1,25,10,501
legbrCcR_1776103284361,2026-04-13,Ryan Flynn,Dartsmatt Monday Tour Open Tournament,3,You,0,,,501
2ynZPvLG_1777924522395,2026-05-04,Nath Bevin,DTT DEV TOUR #1,1,Opponent,1,28,40,501
2ynZPvLG_1777924522395,2026-05-04,Nath Bevin,DTT DEV TOUR #1,1,You,0,,,501
2ynZPvLG_1777924522395,2026-05-04,Nath Bevin,DTT DEV TOUR #1,2,Opponent,1,23,30,501
2ynZPvLG_1777924522395,2026-05-04,Nath Bevin,DTT DEV TOUR #1,2,You,0,,,501
2ynZPvLG_1777924522395,2026-05-04,Nath Bevin,DTT DEV TOUR #1,3,Opponent,1,26,60,501
2ynZPvLG_1777924522395,2026-05-04,Nath Bevin,DTT DEV TOUR #1,3,You,0,,,501
BP6wYL6s_1777920574640,2026-05-04,Tom Tickner,DTT DEV TOUR #1,1,Opponent,1,44,8,501
BP6wYL6s_1777920574640,2026-05-04,Tom Tickner,DTT DEV TOUR #1,1,You,0,,,501
BP6wYL6s_1777920574640,2026-05-04,Tom Tickner,DTT DEV TOUR #1,2,Opponent,0,,,501
BP6wYL6s_1777920574640,2026-05-04,Tom Tickner,DTT DEV TOUR #1,2,You,1,40,2,501
BP6wYL6s_1777920574640,2026-05-04,Tom Tickner,DTT DEV TOUR #1,3,Opponent,0,,,501
BP6wYL6s_1777920574640,2026-05-04,Tom Tickner,DTT DEV TOUR #1,3,You,1,50,8,501
IK12buwM_1777922696944,2026-05-04,Francesco Aracu,DTT DEV TOUR #1,1,Opponent,0,,,501
IK12buwM_1777922696944,2026-05-04,Francesco Aracu,DTT DEV TOUR #1,1,You,1,36,32,501
IK12buwM_1777922696944,2026-05-04,Francesco Aracu,DTT DEV TOUR #1,2,Opponent,0,,,501
IK12buwM_1777922696944,2026-05-04,Francesco Aracu,DTT DEV TOUR #1,2,You,1,35,12,501
IK12buwM_1777922696944,2026-05-04,Francesco Aracu,DTT DEV TOUR #1,3,Opponent,0,,,501
IK12buwM_1777922696944,2026-05-04,Francesco Aracu,DTT DEV TOUR #1,3,You,1,38,4,501
WNCA0Wv5_1777917827647,2026-05-04,Edwin Iżykowski,DTT DEV TOUR #1,1,Opponent,0,,,501
WNCA0Wv5_1777917827647,2026-05-04,Edwin Iżykowski,DTT DEV TOUR #1,1,You,1,35,45,501
WNCA0Wv5_1777917827647,2026-05-04,Edwin Iżykowski,DTT DEV TOUR #1,2,Opponent,1,51,4,501
WNCA0Wv5_1777917827647,2026-05-04,Edwin Iżykowski,DTT DEV TOUR #1,2,You,0,,,501
WNCA0Wv5_1777917827647,2026-05-04,Edwin Iżykowski,DTT DEV TOUR #1,3,Opponent,0,,,501
WNCA0Wv5_1777917827647,2026-05-04,Edwin Iżykowski,DTT DEV TOUR #1,3,You,1,30,50,501
i4gUN3vr_1777919570960,2026-05-04,Zak Louw Louw,DTT DEV TOUR #1,1,You,0,,,501
i4gUN3vr_1777919570960,2026-05-04,Zak Louw Louw,DTT DEV TOUR #1,1,Opponent,1,34,32,501
i4gUN3vr_1777919570960,2026-05-04,Zak Louw Louw,DTT DEV TOUR #1,2,You,0,,,501
i4gUN3vr_1777919570960,2026-05-04,Zak Louw Louw,DTT DEV TOUR #1,2,Opponent,1,48,22,501
9Fq7yguu_1778245210114,2026-05-08,Nardeep Sangha,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,1,Opponent,0,,,501
9Fq7yguu_1778245210114,2026-05-08,Nardeep Sangha,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,1,You,1,72,2,501
9Fq7yguu_1778245210114,2026-05-08,Nardeep Sangha,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,2,Opponent,0,,,501
9Fq7yguu_1778245210114,2026-05-08,Nardeep Sangha,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,2,You,1,26,100,501
9Fq7yguu_1778245210114,2026-05-08,Nardeep Sangha,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,3,Opponent,1,42,29,501
9Fq7yguu_1778245210114,2026-05-08,Nardeep Sangha,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,3,You,0,,,501
9Fq7yguu_1778245210114,2026-05-08,Nardeep Sangha,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,4,Opponent,1,26,4,501
9Fq7yguu_1778245210114,2026-05-08,Nardeep Sangha,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,4,You,0,,,501
9Fq7yguu_1778245210114,2026-05-08,Nardeep Sangha,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,5,Opponent,0,,,501
9Fq7yguu_1778245210114,2026-05-08,Nardeep Sangha,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,5,You,1,31,6,501
9Fq7yguu_1778245210114,2026-05-08,Nardeep Sangha,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,6,Opponent,0,,,501
9Fq7yguu_1778245210114,2026-05-08,Nardeep Sangha,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,6,You,1,29,60,501
8lGl4YDo_1778524465992,2026-05-11,Alex Boag-Munroe,DTT DEV TOUR #2,1,Opponent,0,,,501
8lGl4YDo_1778524465992,2026-05-11,Alex Boag-Munroe,DTT DEV TOUR #2,1,You,1,32,18,501
8lGl4YDo_1778524465992,2026-05-11,Alex Boag-Munroe,DTT DEV TOUR #2,2,Opponent,0,,,501
8lGl4YDo_1778524465992,2026-05-11,Alex Boag-Munroe,DTT DEV TOUR #2,2,You,1,52,6,501
EMAS8ZaZ_1778525967207,2026-05-11,Braden Hinely,DTT DEV TOUR #2,1,Opponent,1,46,4,501
EMAS8ZaZ_1778525967207,2026-05-11,Braden Hinely,DTT DEV TOUR #2,1,You,0,,,501
EMAS8ZaZ_1778525967207,2026-05-11,Braden Hinely,DTT DEV TOUR #2,2,Opponent,1,30,52,501
EMAS8ZaZ_1778525967207,2026-05-11,Braden Hinely,DTT DEV TOUR #2,2,You,0,,,501
J75H0C4e_1778522518556,2026-05-11,Zak Louw Louw,DTT DEV TOUR #2,1,You,0,,,501
J75H0C4e_1778522518556,2026-05-11,Zak Louw Louw,DTT DEV TOUR #2,1,Opponent,1,41,5,501
J75H0C4e_1778522518556,2026-05-11,Zak Louw Louw,DTT DEV TOUR #2,2,You,0,,,501
J75H0C4e_1778522518556,2026-05-11,Zak Louw Louw,DTT DEV TOUR #2,2,Opponent,1,49,4,501
KHhFgsR7_1778527785932,2026-05-11,Dan Greenwood,DTT DEV TOUR #2,1,Opponent,0,,,501
KHhFgsR7_1778527785932,2026-05-11,Dan Greenwood,DTT DEV TOUR #2,1,You,1,25,16,501
KHhFgsR7_1778527785932,2026-05-11,Dan Greenwood,DTT DEV TOUR #2,2,Opponent,1,33,47,501
KHhFgsR7_1778527785932,2026-05-11,Dan Greenwood,DTT DEV TOUR #2,2,You,0,,,501
KHhFgsR7_1778527785932,2026-05-11,Dan Greenwood,DTT DEV TOUR #2,3,Opponent,0,,,501
KHhFgsR7_1778527785932,2026-05-11,Dan Greenwood,DTT DEV TOUR #2,3,You,1,41,18,501
R3RP563V_1778529171731,2026-05-11,Edwin Iżykowski,DTT DEV TOUR #2,1,Opponent,0,,,501
R3RP563V_1778529171731,2026-05-11,Edwin Iżykowski,DTT DEV TOUR #2,1,You,1,43,4,501
R3RP563V_1778529171731,2026-05-11,Edwin Iżykowski,DTT DEV TOUR #2,2,Opponent,1,34,28,501
R3RP563V_1778529171731,2026-05-11,Edwin Iżykowski,DTT DEV TOUR #2,2,You,0,,,501
R3RP563V_1778529171731,2026-05-11,Edwin Iżykowski,DTT DEV TOUR #2,3,Opponent,1,34,20,501
R3RP563V_1778529171731,2026-05-11,Edwin Iżykowski,DTT DEV TOUR #2,3,You,0,,,501
ukxyYOoO_1778523592093,2026-05-11,Kevin Newman,DTT DEV TOUR #2,1,You,1,35,10,501
ukxyYOoO_1778523592093,2026-05-11,Kevin Newman,DTT DEV TOUR #2,1,Opponent,0,,,501
ukxyYOoO_1778523592093,2026-05-11,Kevin Newman,DTT DEV TOUR #2,2,You,1,42,4,501
ukxyYOoO_1778523592093,2026-05-11,Kevin Newman,DTT DEV TOUR #2,2,Opponent,0,,,501
CUI10jnd_1778870280858,2026-05-15,Shaun White,DTT Grand Prix Qualifier 2,1,Opponent,0,,,501
CUI10jnd_1778870280858,2026-05-15,Shaun White,DTT Grand Prix Qualifier 2,1,You,1,41,8,501
CUI10jnd_1778870280858,2026-05-15,Shaun White,DTT Grand Prix Qualifier 2,2,Opponent,0,,,501
CUI10jnd_1778870280858,2026-05-15,Shaun White,DTT Grand Prix Qualifier 2,2,You,1,49,12,501
k1hK0M27_1778869442575,2026-05-15,Kevin Newman,DTT Grand Prix Qualifier 2,1,Opponent,1,31,12,501
k1hK0M27_1778869442575,2026-05-15,Kevin Newman,DTT Grand Prix Qualifier 2,1,You,0,,,501
k1hK0M27_1778869442575,2026-05-15,Kevin Newman,DTT Grand Prix Qualifier 2,2,Opponent,1,41,16,501
k1hK0M27_1778869442575,2026-05-15,Kevin Newman,DTT Grand Prix Qualifier 2,2,You,0,,,501
rCq12X11_1778868089383,2026-05-15,Rudy Pedocchi,DTT Grand Prix Qualifier 2,1,You,1,50,2,501
rCq12X11_1778868089383,2026-05-15,Rudy Pedocchi,DTT Grand Prix Qualifier 2,1,Opponent,0,,,501
rCq12X11_1778868089383,2026-05-15,Rudy Pedocchi,DTT Grand Prix Qualifier 2,2,You,0,,,501
rCq12X11_1778868089383,2026-05-15,Rudy Pedocchi,DTT Grand Prix Qualifier 2,2,Opponent,1,29,52,501
rCq12X11_1778868089383,2026-05-15,Rudy Pedocchi,DTT Grand Prix Qualifier 2,3,You,1,35,26,501
rCq12X11_1778868089383,2026-05-15,Rudy Pedocchi,DTT Grand Prix Qualifier 2,3,Opponent,0,,,501
LfYw5fPr_1778936662166,2026-05-16,Dan Greenwood,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,1,Opponent,0,,,501
LfYw5fPr_1778936662166,2026-05-16,Dan Greenwood,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,1,You,1,42,19,501
LfYw5fPr_1778936662166,2026-05-16,Dan Greenwood,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,2,Opponent,0,,,501
LfYw5fPr_1778936662166,2026-05-16,Dan Greenwood,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,2,You,1,36,40,501
LfYw5fPr_1778936662166,2026-05-16,Dan Greenwood,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,3,Opponent,1,34,26,501
LfYw5fPr_1778936662166,2026-05-16,Dan Greenwood,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,3,You,0,,,501
LfYw5fPr_1778936662166,2026-05-16,Dan Greenwood,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,4,Opponent,1,30,36,501
LfYw5fPr_1778936662166,2026-05-16,Dan Greenwood,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,4,You,0,,,501
LfYw5fPr_1778936662166,2026-05-16,Dan Greenwood,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,5,Opponent,1,30,40,501
LfYw5fPr_1778936662166,2026-05-16,Dan Greenwood,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,5,You,0,,,501
LfYw5fPr_1778936662166,2026-05-16,Dan Greenwood,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,6,Opponent,1,32,20,501
LfYw5fPr_1778936662166,2026-05-16,Dan Greenwood,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,6,You,0,,,501
KJyfvdo2_1779030017322,2026-05-17,Alex Boag-Munroe,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,1,Opponent,0,,,501
KJyfvdo2_1779030017322,2026-05-17,Alex Boag-Munroe,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,1,You,1,43,12,501
KJyfvdo2_1779030017322,2026-05-17,Alex Boag-Munroe,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,2,Opponent,0,,,501
KJyfvdo2_1779030017322,2026-05-17,Alex Boag-Munroe,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,2,You,1,32,60,501
KJyfvdo2_1779030017322,2026-05-17,Alex Boag-Munroe,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,3,Opponent,0,,,501
KJyfvdo2_1779030017322,2026-05-17,Alex Boag-Munroe,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,3,You,1,41,4,501
KJyfvdo2_1779030017322,2026-05-17,Alex Boag-Munroe,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,4,Opponent,1,52,8,501
KJyfvdo2_1779030017322,2026-05-17,Alex Boag-Munroe,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,4,You,0,,,501
KJyfvdo2_1779030017322,2026-05-17,Alex Boag-Munroe,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,5,Opponent,0,,,501
KJyfvdo2_1779030017322,2026-05-17,Alex Boag-Munroe,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,5,You,1,50,16,501
hJ5FgwUV_1779555633393,2026-05-23,Tom Tickner,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,1,Opponent,1,68,2,501
hJ5FgwUV_1779555633393,2026-05-23,Tom Tickner,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,1,You,0,,,501
hJ5FgwUV_1779555633393,2026-05-23,Tom Tickner,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,2,Opponent,1,41,32,501
hJ5FgwUV_1779555633393,2026-05-23,Tom Tickner,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,2,You,0,,,501
hJ5FgwUV_1779555633393,2026-05-23,Tom Tickner,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,3,Opponent,1,35,32,501
hJ5FgwUV_1779555633393,2026-05-23,Tom Tickner,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,3,You,0,,,501
hJ5FgwUV_1779555633393,2026-05-23,Tom Tickner,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,4,Opponent,0,,,501
hJ5FgwUV_1779555633393,2026-05-23,Tom Tickner,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,4,You,1,35,25,501
hJ5FgwUV_1779555633393,2026-05-23,Tom Tickner,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,5,Opponent,1,44,4,501
hJ5FgwUV_1779555633393,2026-05-23,Tom Tickner,DTT ONLINE DARTS LEAGUES (SEASON ONE) DIVISION FIVE,5,You,0,,,501
LBupTmUd_1780079575696,2026-05-29,Stuart Gordon,DTT Grand Prix Qualifier 4,1,You,0,,,501
