Mid,Date,Opponent,Event,Leg,Player,Won,Darts,CheckoutValue,StartScore
ouWvQqhu_1763753876491,2025-11-21,Ed York,Dartsmatt Friday Freebie 2,2,Opponent,1,22,8,501
vf4FXg1Y_1763751661202,2025-11-21,Ivan Duje Juroš,Dartsmatt Friday Freebie 2,1,You,0,,,501
vf4FXg1Y_1763751661202,2025-11-21,Ivan Duje Juroš,Dartsmatt Friday Freebie 2,1,Opponent,1,35,22,501
vf4FXg1Y_1763751661202,2025-11-21,Ivan Duje Juroš,Dartsmatt Friday Freebie 2,2,You,1,32,28,501
vf4FXg1Y_1763751661202,2025-11-21,Ivan Duje Juroš,Dartsmatt Friday Freebie 2,2,Opponent,0,,,501
vf4FXg1Y_1763751661202,2025-11-21,Ivan Duje Juroš,Dartsmatt Friday Freebie 2,3,You,0,,,501
vf4FXg1Y_1763751661202,2025-11-21,Ivan Duje Juroš,Dartsmatt Friday Freebie 2,3,Opponent,1,39,8,501
IgC1VNDI_1764013352540,2025-11-24,Kevin Newman,DARTSMATT DEVELOPMENT TOUR #24,1,You,1,62,4,501
IgC1VNDI_1764013352540,2025-11-24,Kevin Newman,DARTSMATT DEVELOPMENT TOUR #24,1,Opponent,0,,,501
IgC1VNDI_1764013352540,2025-11-24,Kevin Newman,DARTSMATT DEVELOPMENT TOUR #24,2,You,0,,,501
IgC1VNDI_1764013352540,2025-11-24,Kevin Newman,DARTSMATT DEVELOPMENT TOUR #24,2,Opponent,1,39,20,501
IgC1VNDI_1764013352540,2025-11-24,Kevin Newman,DARTSMATT DEVELOPMENT TOUR #24,3,You,1,38,21,501
IgC1VNDI_1764013352540,2025-11-24,Kevin Newman,DARTSMATT DEVELOPMENT TOUR #24,3,Opponent,0,,,501
NPnSXw8X_1764010987611,2025-11-24,kelvin langley,DARTSMATT DEVELOPMENT TOUR #24,1,Opponent,1,33,20,501
NPnSXw8X_1764010987611,2025-11-24,kelvin langley,DARTSMATT DEVELOPMENT TOUR #24,1,You,0,,,501
NPnSXw8X_1764010987611,2025-11-24,kelvin langley,DARTSMATT DEVELOPMENT TOUR #24,2,Opponent,0,,,501
NPnSXw8X_1764010987611,2025-11-24,kelvin langley,DARTSMATT DEVELOPMENT TOUR #24,2,You,1,40,16,501
NPnSXw8X_1764010987611,2025-11-24,kelvin langley,DARTSMATT DEVELOPMENT TOUR #24,3,Opponent,0,,,501
NPnSXw8X_1764010987611,2025-11-24,kelvin langley,DARTSMATT DEVELOPMENT TOUR #24,3,You,1,56,4,501
X01G3l5d_1764017521080,2025-11-24,Jack Daffin,DARTSMATT DEVELOPMENT TOUR #24,1,You,1,29,52,501
X01G3l5d_1764017521080,2025-11-24,Jack Daffin,DARTSMATT DEVELOPMENT TOUR #24,1,Opponent,0,,,501
X01G3l5d_1764017521080,2025-11-24,Jack Daffin,DARTSMATT DEVELOPMENT TOUR #24,2,You,0,,,501
X01G3l5d_1764017521080,2025-11-24,Jack Daffin,DARTSMATT DEVELOPMENT TOUR #24,2,Opponent,1,30,32,501
X01G3l5d_1764017521080,2025-11-24,Jack Daffin,DARTSMATT DEVELOPMENT TOUR #24,3,You,0,,,501
X01G3l5d_1764017521080,2025-11-24,Jack Daffin,DARTSMATT DEVELOPMENT TOUR #24,3,Opponent,1,26,24,501
X01G3l5d_1764017521080,2025-11-24,Jack Daffin,DARTSMATT DEVELOPMENT TOUR #24,4,You,0,,,501
X01G3l5d_1764017521080,2025-11-24,Jack Daffin,DARTSMATT DEVELOPMENT TOUR #24,4,Opponent,1,32,2,501
X01G3l5d_1764017521080,2025-11-24,Jack Daffin,DARTSMATT DEVELOPMENT TOUR #24,5,You,1,39,32,501
X01G3l5d_1764017521080,2025-11-24,Jack Daffin,DARTSMATT DEVELOPMENT TOUR #24,5,Opponent,0,,,501
X01G3l5d_1764017521080,2025-11-24,Jack Daffin,DARTSMATT DEVELOPMENT TOUR #24,6,You,0,,,501
X01G3l5d_1764017521080,2025-11-24,Jack Daffin,DARTSMATT DEVELOPMENT TOUR #24,6,Opponent,1,32,4,501
hMSpllpH_1764015839590,2025-11-24,Braden Hinely,DARTSMATT DEVELOPMENT TOUR #24,1,You,1,35,8,501
hMSpllpH_1764015839590,2025-11-24,Braden Hinely,DARTSMATT DEVELOPMENT TOUR #24,1,Opponent,0,,,501
hMSpllpH_1764015839590,2025-11-24,Braden Hinely,DARTSMATT DEVELOPMENT TOUR #24,2,You,1,49,2,501
hMSpllpH_1764015839590,2025-11-24,Braden Hinely,DARTSMATT DEVELOPMENT TOUR #24,2,Opponent,0,,,501
hMSpllpH_1764015839590,2025-11-24,Braden Hinely,DARTSMATT DEVELOPMENT TOUR #24,3,You,1,35,16,501
hMSpllpH_1764015839590,2025-11-24,Braden Hinely,DARTSMATT DEVELOPMENT TOUR #24,3,Opponent,0,,,501
wAVyZCg6_1764012389063,2025-11-24,Jack Daffin,DARTSMATT DEVELOPMENT TOUR #24,1,You,1,40,16,501
wAVyZCg6_1764012389063,2025-11-24,Jack Daffin,DARTSMATT DEVELOPMENT TOUR #24,1,Opponent,0,,,501
wAVyZCg6_1764012389063,2025-11-24,Jack Daffin,DARTSMATT DEVELOPMENT TOUR #24,2,You,1,36,8,501
wAVyZCg6_1764012389063,2025-11-24,Jack Daffin,DARTSMATT DEVELOPMENT TOUR #24,2,Opponent,0,,,501
0x5phnR9_1766803091303,2025-12-26,lim,,1,You,1,45,6,501
0x5phnR9_1766803091303,2025-12-26,lim,,1,Opponent,0,,,501
0x5phnR9_1766803091303,2025-12-26,lim,,2,You,0,,,501
0x5phnR9_1766803091303,2025-12-26,lim,,2,Opponent,1,27,57,501
0x5phnR9_1766803091303,2025-12-26,lim,,3,You,0,,,501
0x5phnR9_1766803091303,2025-12-26,lim,,3,Opponent,1,48,4,501
0x5phnR9_1766803091303,2025-12-26,lim,,4,You,1,49,8,501
0x5phnR9_1766803091303,2025-12-26,lim,,4,Opponent,0,,,501
0x5phnR9_1766803091303,2025-12-26,lim,,5,You,0,,,501
0x5phnR9_1766803091303,2025-12-26,lim,,5,Opponent,1,41,4,501
mivsMrB9_1766862807712,2025-12-27,Adam Pastusiak,,1,You,1,44,30,501
mivsMrB9_1766862807712,2025-12-27,Adam Pastusiak,,1,Opponent,0,,,501
mivsMrB9_1766862807712,2025-12-27,Adam Pastusiak,,2,You,1,34,16,501
mivsMrB9_1766862807712,2025-12-27,Adam Pastusiak,,2,Opponent,0,,,501
mivsMrB9_1766862807712,2025-12-27,Adam Pastusiak,,3,You,1,29,68,501
mivsMrB9_1766862807712,2025-12-27,Adam Pastusiak,,3,Opponent,0,,,501
NaI5ELFy_1766949739684,2025-12-28,Ian Hollies,Dartsmatt Festive Finale Part 1,1,Opponent,1,47,2,501
NaI5ELFy_1766949739684,2025-12-28,Ian Hollies,Dartsmatt Festive Finale Part 1,1,You,0,,,501
NaI5ELFy_1766949739684,2025-12-28,Ian Hollies,Dartsmatt Festive Finale Part 1,2,Opponent,1,20,32,501
NaI5ELFy_1766949739684,2025-12-28,Ian Hollies,Dartsmatt Festive Finale Part 1,2,You,0,,,501
x4SasyKJ_1766951521399,2025-12-28,Alex Boag-Munroe,Dartsmatt Festive Finale Part 1,1,You,0,,,501
x4SasyKJ_1766951521399,2025-12-28,Alex Boag-Munroe,Dartsmatt Festive Finale Part 1,1,Opponent,1,30,76,501
x4SasyKJ_1766951521399,2025-12-28,Alex Boag-Munroe,Dartsmatt Festive Finale Part 1,2,You,0,,,501
x4SasyKJ_1766951521399,2025-12-28,Alex Boag-Munroe,Dartsmatt Festive Finale Part 1,2,Opponent,1,34,18,501
xBBv85BP_1766948112608,2025-12-28,marco besana,Dartsmatt Festive Finale Part 1,1,Opponent,1,32,16,501
xBBv85BP_1766948112608,2025-12-28,marco besana,Dartsmatt Festive Finale Part 1,1,You,0,,,501
xBBv85BP_1766948112608,2025-12-28,marco besana,Dartsmatt Festive Finale Part 1,2,Opponent,1,36,48,501
xBBv85BP_1766948112608,2025-12-28,marco besana,Dartsmatt Festive Finale Part 1,2,You,0,,,501
yqFExCaD_1766953271014,2025-12-28,Shaun White,Dartsmatt Festive Finale Part 1,1,Opponent,1,40,4,501
yqFExCaD_1766953271014,2025-12-28,Shaun White,Dartsmatt Festive Finale Part 1,1,You,0,,,501
yqFExCaD_1766953271014,2025-12-28,Shaun White,Dartsmatt Festive Finale Part 1,2,Opponent,0,,,501
yqFExCaD_1766953271014,2025-12-28,Shaun White,Dartsmatt Festive Finale Part 1,2,You,1,28,20,501
yqFExCaD_1766953271014,2025-12-28,Shaun White,Dartsmatt Festive Finale Part 1,3,Opponent,1,41,16,501
yqFExCaD_1766953271014,2025-12-28,Shaun White,Dartsmatt Festive Finale Part 1,3,You,0,,,501
1k2xYIyb_1767025456955,2025-12-29,Trucker Taz,Dartsmatt Festive Finale Part 2,1,You,0,,,501
1k2xYIyb_1767025456955,2025-12-29,Trucker Taz,Dartsmatt Festive Finale Part 2,1,Opponent,1,33,16,501
1k2xYIyb_1767025456955,2025-12-29,Trucker Taz,Dartsmatt Festive Finale Part 2,2,You,1,37,10,501
1k2xYIyb_1767025456955,2025-12-29,Trucker Taz,Dartsmatt Festive Finale Part 2,2,Opponent,0,,,501
1k2xYIyb_1767025456955,2025-12-29,Trucker Taz,Dartsmatt Festive Finale Part 2,3,You,0,,,501
1k2xYIyb_1767025456955,2025-12-29,Trucker Taz,Dartsmatt Festive Finale Part 2,3,Opponent,1,25,36,501
HjjlbhFc_1767026444403,2025-12-29,Dawid Kopelciw,Dartsmatt Festive Finale Part 2,1,Opponent,1,43,16,501
HjjlbhFc_1767026444403,2025-12-29,Dawid Kopelciw,Dartsmatt Festive Finale Part 2,1,You,0,,,501
HjjlbhFc_1767026444403,2025-12-29,Dawid Kopelciw,Dartsmatt Festive Finale Part 2,2,Opponent,0,,,501
HjjlbhFc_1767026444403,2025-12-29,Dawid Kopelciw,Dartsmatt Festive Finale Part 2,2,You,1,43,8,501
HjjlbhFc_1767026444403,2025-12-29,Dawid Kopelciw,Dartsmatt Festive Finale Part 2,3,Opponent,1,32,40,501
HjjlbhFc_1767026444403,2025-12-29,Dawid Kopelciw,Dartsmatt Festive Finale Part 2,3,You,0,,,501
IfSbkREO_1767024415963,2025-12-29,Adam Bellamy,Dartsmatt Festive Finale Part 2,1,You,0,,,501
IfSbkREO_1767024415963,2025-12-29,Adam Bellamy,Dartsmatt Festive Finale Part 2,1,Opponent,1,14,80,501
IfSbkREO_1767024415963,2025-12-29,Adam Bellamy,Dartsmatt Festive Finale Part 2,2,You,0,,,501
IfSbkREO_1767024415963,2025-12-29,Adam Bellamy,Dartsmatt Festive Finale Part 2,2,Opponent,1,30,36,501
qcnfcs91_1767027990703,2025-12-29,Francesco Aracu,Dartsmatt Festive Finale Part 2,1,Opponent,0,,,501
qcnfcs91_1767027990703,2025-12-29,Francesco Aracu,Dartsmatt Festive Finale Part 2,1,You,1,32,40,501
qcnfcs91_1767027990703,2025-12-29,Francesco Aracu,Dartsmatt Festive Finale Part 2,2,Opponent,0,,,501
qcnfcs91_1767027990703,2025-12-29,Francesco Aracu,Dartsmatt Festive Finale Part 2,2,You,1,44,5,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,1,Opponent,1,50,2,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,1,You,0,,,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,10,Opponent,1,47,4,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,10,You,0,,,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,2,Opponent,1,37,32,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,2,You,0,,,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,3,Opponent,0,,,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,3,You,1,33,85,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,4,Opponent,0,,,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,4,You,1,41,18,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,5,Opponent,1,32,52,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,5,You,0,,,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,6,Opponent,1,30,89,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,6,You,0,,,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,7,Opponent,1,83,4,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,7,You,0,,,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,8,Opponent,0,,,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,8,You,1,42,106,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,9,Opponent,0,,,501
mEROqRs7_1767288744776,2026-01-01,Alex Boag-Munroe,,9,You,1,43,8,501
20Mgz7WV_1767642819222,2026-01-05,Matthijs Deubel,Dartsmatt Development Tour 2026 #1,1,Opponent,0,,,501
20Mgz7WV_1767642819222,2026-01-05,Matthijs Deubel,Dartsmatt Development Tour 2026 #1,1,You,1,32,6,501
20Mgz7WV_1767642819222,2026-01-05,Matthijs Deubel,Dartsmatt Development Tour 2026 #1,2,Opponent,0,,,501
20Mgz7WV_1767642819222,2026-01-05,Matthijs Deubel,Dartsmatt Development Tour 2026 #1,2,You,1,52,4,501
7Cm9z6FJ_1767639768791,2026-01-05,Richard Harris,Dartsmatt Development Tour 2026 #1,1,Opponent,1,25,26,501
7Cm9z6FJ_1767639768791,2026-01-05,Richard Harris,Dartsmatt Development Tour 2026 #1,1,You,0,,,501
7Cm9z6FJ_1767639768791,2026-01-05,Richard Harris,Dartsmatt Development Tour 2026 #1,2,Opponent,0,,,501
7Cm9z6FJ_1767639768791,2026-01-05,Richard Harris,Dartsmatt Development Tour 2026 #1,2,You,1,52,8,501
7Cm9z6FJ_1767639768791,2026-01-05,Richard Harris,Dartsmatt Development Tour 2026 #1,3,Opponent,0,,,501
7Cm9z6FJ_1767639768791,2026-01-05,Richard Harris,Dartsmatt Development Tour 2026 #1,3,You,1,36,86,501
G6NlJZML_1767644929958,2026-01-05,Kevin Newman,Dartsmatt Development Tour 2026 #1,1,You,1,42,16,501
G6NlJZML_1767644929958,2026-01-05,Kevin Newman,Dartsmatt Development Tour 2026 #1,1,Opponent,0,,,501
G6NlJZML_1767644929958,2026-01-05,Kevin Newman,Dartsmatt Development Tour 2026 #1,2,You,1,29,55,501
G6NlJZML_1767644929958,2026-01-05,Kevin Newman,Dartsmatt Development Tour 2026 #1,2,Opponent,0,,,501
YW7yNmsx_1767641216577,2026-01-05,wayne green,Dartsmatt Development Tour 2026 #1,1,Opponent,0,,,501
YW7yNmsx_1767641216577,2026-01-05,wayne green,Dartsmatt Development Tour 2026 #1,1,You,1,42,87,501
YW7yNmsx_1767641216577,2026-01-05,wayne green,Dartsmatt Development Tour 2026 #1,2,Opponent,1,46,2,501
YW7yNmsx_1767641216577,2026-01-05,wayne green,Dartsmatt Development Tour 2026 #1,2,You,0,,,501
YW7yNmsx_1767641216577,2026-01-05,wayne green,Dartsmatt Development Tour 2026 #1,3,Opponent,0,,,501
YW7yNmsx_1767641216577,2026-01-05,wayne green,Dartsmatt Development Tour 2026 #1,3,You,1,55,4,501
dffOahP6_1767645892025,2026-01-05,Michael Lightwood-Rule,Dartsmatt Development Tour 2026 #1,1,Opponent,0,,,501
dffOahP6_1767645892025,2026-01-05,Michael Lightwood-Rule,Dartsmatt Development Tour 2026 #1,1,You,1,40,8,501
dffOahP6_1767645892025,2026-01-05,Michael Lightwood-Rule,Dartsmatt Development Tour 2026 #1,2,Opponent,1,36,16,501
dffOahP6_1767645892025,2026-01-05,Michael Lightwood-Rule,Dartsmatt Development Tour 2026 #1,2,You,0,,,501
dffOahP6_1767645892025,2026-01-05,Michael Lightwood-Rule,Dartsmatt Development Tour 2026 #1,3,Opponent,1,23,47,501
dffOahP6_1767645892025,2026-01-05,Michael Lightwood-Rule,Dartsmatt Development Tour 2026 #1,3,You,0,,,501
dffOahP6_1767645892025,2026-01-05,Michael Lightwood-Rule,Dartsmatt Development Tour 2026 #1,4,Opponent,1,29,32,501
dffOahP6_1767645892025,2026-01-05,Michael Lightwood-Rule,Dartsmatt Development Tour 2026 #1,4,You,0,,,501
UtmpMY1t_1767900933618,2026-01-08,Nathan Ball,Dartsmatt Thursday Throwdown 11,1,You,0,,,501
UtmpMY1t_1767900933618,2026-01-08,Nathan Ball,Dartsmatt Thursday Throwdown 11,1,Opponent,1,27,40,501
UtmpMY1t_1767900933618,2026-01-08,Nathan Ball,Dartsmatt Thursday Throwdown 11,2,You,0,,,501
UtmpMY1t_1767900933618,2026-01-08,Nathan Ball,Dartsmatt Thursday Throwdown 11,2,Opponent,1,36,2,501
cCoD61l9_1767899962005,2026-01-08,Kevin Newman,Dartsmatt Thursday Throwdown 11,1,You,0,,,501
cCoD61l9_1767899962005,2026-01-08,Kevin Newman,Dartsmatt Thursday Throwdown 11,1,Opponent,1,52,2,501
cCoD61l9_1767899962005,2026-01-08,Kevin Newman,Dartsmatt Thursday Throwdown 11,2,You,0,,,501
cCoD61l9_1767899962005,2026-01-08,Kevin Newman,Dartsmatt Thursday Throwdown 11,2,Opponent,1,25,32,501
r3QwAma1_1767898844403,2026-01-08,Dawid Kopelciw,Dartsmatt Thursday Throwdown 11,1,Opponent,1,26,36,501
r3QwAma1_1767898844403,2026-01-08,Dawid Kopelciw,Dartsmatt Thursday Throwdown 11,1,You,0,,,501
r3QwAma1_1767898844403,2026-01-08,Dawid Kopelciw,Dartsmatt Thursday Throwdown 11,2,Opponent,1,27,119,501
r3QwAma1_1767898844403,2026-01-08,Dawid Kopelciw,Dartsmatt Thursday Throwdown 11,2,You,0,,,501
2nZoFI9L_1768244565818,2026-01-12,Alexandru 🇷🇴,Dartsmatt Development Tour 2026 #2,1,You,1,30,80,501
2nZoFI9L_1768244565818,2026-01-12,Alexandru 🇷🇴,Dartsmatt Development Tour 2026 #2,1,Opponent,0,,,501
2nZoFI9L_1768244565818,2026-01-12,Alexandru 🇷🇴,Dartsmatt Development Tour 2026 #2,2,You,1,32,20,501
2nZoFI9L_1768244565818,2026-01-12,Alexandru 🇷🇴,Dartsmatt Development Tour 2026 #2,2,Opponent,0,,,501
6yzJatfB_1768245313548,2026-01-12,Rudy Pedocchi,Dartsmatt Development Tour 2026 #2,1,Opponent,1,26,12,501
6yzJatfB_1768245313548,2026-01-12,Rudy Pedocchi,Dartsmatt Development Tour 2026 #2,1,You,0,,,501
6yzJatfB_1768245313548,2026-01-12,Rudy Pedocchi,Dartsmatt Development Tour 2026 #2,2,Opponent,0,,,501
6yzJatfB_1768245313548,2026-01-12,Rudy Pedocchi,Dartsmatt Development Tour 2026 #2,2,You,1,48,16,501
6yzJatfB_1768245313548,2026-01-12,Rudy Pedocchi,Dartsmatt Development Tour 2026 #2,3,Opponent,1,24,70,501
6yzJatfB_1768245313548,2026-01-12,Rudy Pedocchi,Dartsmatt Development Tour 2026 #2,3,You,0,,,501
YgshOyEz_1768246641325,2026-01-12,Kevin Newman,Dartsmatt Development Tour 2026 #2,1,You,1,35,41,501
YgshOyEz_1768246641325,2026-01-12,Kevin Newman,Dartsmatt Development Tour 2026 #2,1,Opponent,0,,,501
YgshOyEz_1768246641325,2026-01-12,Kevin Newman,Dartsmatt Development Tour 2026 #2,2,You,1,30,71,501
YgshOyEz_1768246641325,2026-01-12,Kevin Newman,Dartsmatt Development Tour 2026 #2,2,Opponent,0,,,501
gRmivup0_1768247986773,2026-01-12,Alex Concha,Dartsmatt Development Tour 2026 #2,1,You,0,,,501
gRmivup0_1768247986773,2026-01-12,Alex Concha,Dartsmatt Development Tour 2026 #2,1,Opponent,1,31,20,501
gRmivup0_1768247986773,2026-01-12,Alex Concha,Dartsmatt Development Tour 2026 #2,2,You,1,35,36,501
gRmivup0_1768247986773,2026-01-12,Alex Concha,Dartsmatt Development Tour 2026 #2,2,Opponent,0,,,501
gRmivup0_1768247986773,2026-01-12,Alex Concha,Dartsmatt Development Tour 2026 #2,3,You,0,,,501
gRmivup0_1768247986773,2026-01-12,Alex Concha,Dartsmatt Development Tour 2026 #2,3,Opponent,1,38,12,501
GKSkeU9f_1768849208320,2026-01-19,marco besana,Dartsmatt Development Tour 2026 # 3,1,Opponent,1,33,24,501
GKSkeU9f_1768849208320,2026-01-19,marco besana,Dartsmatt Development Tour 2026 # 3,1,You,0,,,501
GKSkeU9f_1768849208320,2026-01-19,marco besana,Dartsmatt Development Tour 2026 # 3,2,Opponent,1,32,32,501
GKSkeU9f_1768849208320,2026-01-19,marco besana,Dartsmatt Development Tour 2026 # 3,2,You,0,,,501
NRqqWAOJ_1768851022400,2026-01-19,Tom Tickner,Dartsmatt Development Tour 2026 # 3,1,You,1,34,2,501
NRqqWAOJ_1768851022400,2026-01-19,Tom Tickner,Dartsmatt Development Tour 2026 # 3,1,Opponent,0,,,501
NRqqWAOJ_1768851022400,2026-01-19,Tom Tickner,Dartsmatt Development Tour 2026 # 3,2,You,1,43,16,501
NRqqWAOJ_1768851022400,2026-01-19,Tom Tickner,Dartsmatt Development Tour 2026 # 3,2,Opponent,0,,,501
wVb6xONf_1768855068060,2026-01-19,Braden Hinely,Dartsmatt Development Tour 2026 # 3,1,Opponent,1,32,32,501
wVb6xONf_1768855068060,2026-01-19,Braden Hinely,Dartsmatt Development Tour 2026 # 3,1,You,0,,,501
wVb6xONf_1768855068060,2026-01-19,Braden Hinely,Dartsmatt Development Tour 2026 # 3,2,Opponent,1,67,4,501
wVb6xONf_1768855068060,2026-01-19,Braden Hinely,Dartsmatt Development Tour 2026 # 3,2,You,0,,,501
9BkCfTVZ_1769457077416,2026-01-26,Alexandru 🇷🇴,Dartsmatt Development Tour 2026 #4,1,You,0,,,501
9BkCfTVZ_1769457077416,2026-01-26,Alexandru 🇷🇴,Dartsmatt Development Tour 2026 #4,1,Opponent,1,29,32,501
9BkCfTVZ_1769457077416,2026-01-26,Alexandru 🇷🇴,Dartsmatt Development Tour 2026 #4,2,You,1,37,8,501
9BkCfTVZ_1769457077416,2026-01-26,Alexandru 🇷🇴,Dartsmatt Development Tour 2026 #4,2,Opponent,0,,,501
9BkCfTVZ_1769457077416,2026-01-26,Alexandru 🇷🇴,Dartsmatt Development Tour 2026 #4,3,You,1,40,32,501
9BkCfTVZ_1769457077416,2026-01-26,Alexandru 🇷🇴,Dartsmatt Development Tour 2026 #4,3,Opponent,0,,,501
UeozGEid_1769454036510,2026-01-26,Alex Boag-Munroe,Dartsmatt Development Tour 2026 #4,1,You,0,,,501
UeozGEid_1769454036510,2026-01-26,Alex Boag-Munroe,Dartsmatt Development Tour 2026 #4,1,Opponent,1,37,14,501
UeozGEid_1769454036510,2026-01-26,Alex Boag-Munroe,Dartsmatt Development Tour 2026 #4,2,You,1,52,36,501
UeozGEid_1769454036510,2026-01-26,Alex Boag-Munroe,Dartsmatt Development Tour 2026 #4,2,Opponent,0,,,501
UeozGEid_1769454036510,2026-01-26,Alex Boag-Munroe,Dartsmatt Development Tour 2026 #4,3,You,0,,,501
UeozGEid_1769454036510,2026-01-26,Alex Boag-Munroe,Dartsmatt Development Tour 2026 #4,3,Opponent,1,34,32,501
q5J9jgkW_1769458802631,2026-01-26,Daniel Løvland,Dartsmatt Development Tour 2026 #4,1,You,0,,,501
q5J9jgkW_1769458802631,2026-01-26,Daniel Løvland,Dartsmatt Development Tour 2026 #4,1,Opponent,1,35,16,501
q5J9jgkW_1769458802631,2026-01-26,Daniel Løvland,Dartsmatt Development Tour 2026 #4,2,You,0,,,501
q5J9jgkW_1769458802631,2026-01-26,Daniel Løvland,Dartsmatt Development Tour 2026 #4,2,Opponent,1,32,37,501
tSYFeUIZ_1769455980567,2026-01-26,Alex Concha,Dartsmatt Development Tour 2026 #4,1,Opponent,0,,,501
tSYFeUIZ_1769455980567,2026-01-26,Alex Concha,Dartsmatt Development Tour 2026 #4,1,You,1,42,62,501
tSYFeUIZ_1769455980567,2026-01-26,Alex Concha,Dartsmatt Development Tour 2026 #4,2,Opponent,0,,,501
tSYFeUIZ_1769455980567,2026-01-26,Alex Concha,Dartsmatt Development Tour 2026 #4,2,You,1,40,8,501
ZTfAlO1h_1769540452405,2026-01-27,Rhys Horn,🎯DML - Division 4 - Jan 2026,1,Opponent,1,50,16,501
ZTfAlO1h_1769540452405,2026-01-27,Rhys Horn,🎯DML - Division 4 - Jan 2026,1,You,0,,,501
ZTfAlO1h_1769540452405,2026-01-27,Rhys Horn,🎯DML - Division 4 - Jan 2026,2,Opponent,0,,,501
ZTfAlO1h_1769540452405,2026-01-27,Rhys Horn,🎯DML - Division 4 - Jan 2026,2,You,1,50,2,501
ZTfAlO1h_1769540452405,2026-01-27,Rhys Horn,🎯DML - Division 4 - Jan 2026,3,Opponent,0,,,501
ZTfAlO1h_1769540452405,2026-01-27,Rhys Horn,🎯DML - Division 4 - Jan 2026,3,You,1,32,87,501
ZTfAlO1h_1769540452405,2026-01-27,Rhys Horn,🎯DML - Division 4 - Jan 2026,4,Opponent,1,23,20,501
ZTfAlO1h_1769540452405,2026-01-27,Rhys Horn,🎯DML - Division 4 - Jan 2026,4,You,0,,,501
ZTfAlO1h_1769540452405,2026-01-27,Rhys Horn,🎯DML - Division 4 - Jan 2026,5,Opponent,0,,,501
ZTfAlO1h_1769540452405,2026-01-27,Rhys Horn,🎯DML - Division 4 - Jan 2026,5,You,1,42,5,501
ZTfAlO1h_1769540452405,2026-01-27,Rhys Horn,🎯DML - Division 4 - Jan 2026,6,Opponent,1,36,20,501
ZTfAlO1h_1769540452405,2026-01-27,Rhys Horn,🎯DML - Division 4 - Jan 2026,6,You,0,,,501
IgT0pKIl_1769868053495,2026-01-31,Kevin Newman,🎯DML - Division 4 - Jan 2026,1,Opponent,0,,,501
IgT0pKIl_1769868053495,2026-01-31,Kevin Newman,🎯DML - Division 4 - Jan 2026,1,You,1,41,22,501
IgT0pKIl_1769868053495,2026-01-31,Kevin Newman,🎯DML - Division 4 - Jan 2026,2,Opponent,1,34,32,501
IgT0pKIl_1769868053495,2026-01-31,Kevin Newman,🎯DML - Division 4 - Jan 2026,2,You,0,,,501
IgT0pKIl_1769868053495,2026-01-31,Kevin Newman,🎯DML - Division 4 - Jan 2026,3,Opponent,0,,,501
IgT0pKIl_1769868053495,2026-01-31,Kevin Newman,🎯DML - Division 4 - Jan 2026,3,You,1,34,2,501
IgT0pKIl_1769868053495,2026-01-31,Kevin Newman,🎯DML - Division 4 - Jan 2026,4,Opponent,0,,,501
IgT0pKIl_1769868053495,2026-01-31,Kevin Newman,🎯DML - Division 4 - Jan 2026,4,You,1,31,30,501
IgT0pKIl_1769868053495,2026-01-31,Kevin Newman,🎯DML - Division 4 - Jan 2026,5,Opponent,0,,,501
IgT0pKIl_1769868053495,2026-01-31,Kevin Newman,🎯DML - Division 4 - Jan 2026,5,You,1,40,8,501
AzuqQwuu_1769972536191,2026-02-01,wayne green,🎯DML - Division 4 - Jan 2026,1,You,1,46,8,501
AzuqQwuu_1769972536191,2026-02-01,wayne green,🎯DML - Division 4 - Jan 2026,1,Opponent,0,,,501
AzuqQwuu_1769972536191,2026-02-01,wayne green,🎯DML - Division 4 - Jan 2026,2,You,1,38,8,501
AzuqQwuu_1769972536191,2026-02-01,wayne green,🎯DML - Division 4 - Jan 2026,2,Opponent,0,,,501
AzuqQwuu_1769972536191,2026-02-01,wayne green,🎯DML - Division 4 - Jan 2026,3,You,1,47,4,501
